ID_Encuentro (PK);ID_Campeonato (FK);Fecha_Torneo;Partido;ID_EquipoLocal (FK);ID_EquipoVisitante (FK);ID_Locacion (FK);GolesLocal;GolesVisita;Valor Mercado Local;Altura Media Local;Edad Media Local;Valor Mercado Visita;Altura Media Visita;Edad Media Visita;ID_Resultado (FK);Fecha;NombreDia;Apuesta Local;Apuesta Visita;Apuesta Empate
1331;4;14;9;15;21;8;4;2; 30.40;1.79;25.74; 23.55;1.78;25.12;1;2018-02-04;domingo;1.71;5.44;3.35
1332;4;14;10;30;9;4;1;1; 49.83;1.78;25.89; 122.00;1.80;25.04;3;2018-02-04;domingo;3.41;2.24;3.06
1333;4;14;11;27;18;1;4;0; 89.03;1.79;26.62; 44.83;1.78;28.10;1;2018-02-04;domingo;2.03;3.92;3.14
1334;4;14;12;11;38;4;2;0; 7.95;1.77;24.37; 50.83;1.78;24.21;1;2018-02-05;lunes;3.46;2.29;2.92
1335;4;14;13;35;34;22;0;1; 10.20;1.78;25.37; 41.70;1.76;24.00;2;2018-02-05;lunes;4.13;1.97;3.13
1336;4;14;14;31;36;18;0;0; 17.20;1.77;25.89; 15.45;1.81;28.52;3;2018-02-05;lunes;2.71;2.71;3.03
1337;4;15;1;14;11;6;4;2; 32.73;1.78;25.34; 7.95;1.77;24.37;1;2018-02-09;viernes;1.47;7.05;4.01
1338;4;15;2;37;3;19;0;0; 23.15;1.79;25.09; 9.05;1.78;24.15;3;2018-02-09;viernes;1.52;6.59;3.90
1339;4;15;3;21;12;16;0;1; 23.55;1.78;25.12; 37.30;1.79;26.63;2;2018-02-09;viernes;2.18;3.45;3.14
1340;4;15;4;38;24;4;0;2; 50.83;1.78;24.21; 11.78;1.79;27.67;2;2018-02-10;sábado;1.60;6.21;3.55
1341;4;15;5;16;15;8;0;0; 18.08;1.78;25.02; 30.40;1.79;25.74;3;2018-02-10;sábado;3.15;2.55;2.80
1342;4;15;6;23;27;2;1;2; 9.35;1.79;25.83; 89.03;1.79;26.62;2;2018-02-10;sábado;4.01;1.95;3.28
1343;4;15;7;34;6;5;1;0; 41.70;1.76;24.00; 21.23;1.79;24.38;1;2018-02-11;domingo;1.38;9.00;4.26
1344;4;15;8;17;8;11;2;1; 41.60;1.79;23.86; 24.47;1.79;25.65;1;2018-02-11;domingo;2.01;3.86;3.19
1345;4;15;9;9;35;4;1;0; 122.00;1.80;25.04; 10.20;1.78;25.37;1;2018-02-11;domingo;1.24;12.01;5.64
1346;4;15;10;20;28;9;1;0; 51.10;1.81;26.08; 107.15;1.78;25.23;1;2018-02-11;domingo;5.94;1.62;3.59
1347;4;15;11;36;2;24;2;0; 15.45;1.81;28.52; 30.85;1.79;25.05;1;2018-02-12;lunes;2.36;3.06;3.16
1348;4;15;12;5;31;23;2;1; 18.95;1.79;27.55; 17.20;1.77;25.89;1;2018-02-12;lunes;1.76;4.89;3.40
1349;4;15;13;18;29;4;2;3; 44.83;1.78;28.10; 33.53;1.79;25.18;2;2018-02-12;lunes;2.42;3.15;2.95
1350;4;15;14;19;30;1;0;1; 114.83;1.78;25.64; 49.83;1.78;25.89;2;2018-04-04;miércoles;1.98;4.08;3.19
1351;4;16;1;27;20;1;3;1; 89.03;1.79;26.62; 51.10;1.81;26.08;1;2018-02-16;viernes;1.66;5.20;3.64
1352;4;16;2;15;37;8;2;0; 30.40;1.79;25.74; 23.15;1.79;25.09;1;2018-02-16;viernes;2.13;3.74;3.00
1353;4;16;3;8;38;5;2;2; 24.47;1.79;25.65; 50.83;1.78;24.21;3;2018-02-16;viernes;2.42;3.30;2.82
1354;4;16;4;30;21;4;1;0; 49.83;1.78;25.89; 23.55;1.78;25.12;1;2018-02-17;sábado;1.75;5.02;3.36
1355;4;16;5;2;5;4;2;2; 30.85;1.79;25.05; 18.95;1.79;27.55;3;2018-02-17;sábado;2.08;3.75;3.14
1356;4;16;6;35;19;22;0;0; 10.20;1.78;25.37; 114.83;1.78;25.64;3;2018-02-17;sábado;3.52;2.20;3.06
1357;4;16;7;29;23;16;5;0; 33.53;1.79;25.18; 9.35;1.79;25.83;1;2018-02-17;sábado;1.43;7.77;4.21
1358;4;16;8;31;34;18;1;1; 17.20;1.77;25.89; 41.70;1.76;24.00;3;2018-02-18;domingo;3.24;2.37;2.98
1359;4;16;9;3;18;21;1;1; 9.05;1.78;24.15; 44.83;1.78;28.10;3;2018-02-18;domingo;2.90;2.58;2.98
1360;4;16;10;28;17;4;2;2; 107.15;1.78;25.23; 41.60;1.79;23.86;3;2018-02-18;domingo;1.48;6.66;4.09
1361;4;16;11;6;9;3;0;1; 21.23;1.79;24.38; 122.00;1.80;25.04;2;2018-02-18;domingo;7.41;1.48;3.89
1362;4;16;12;24;11;13;3;0; 11.78;1.79;27.67; 7.95;1.77;24.37;1;2018-02-19;lunes;2.13;3.73;3.06
1363;4;16;13;36;14;24;1;1; 15.45;1.81;28.52; 32.73;1.78;25.34;3;2018-02-19;lunes;2.73;2.66;3.05
1364;4;16;14;12;16;19;1;0; 37.30;1.79;26.63; 18.08;1.78;25.02;1;2018-02-19;lunes;1.93;4.24;3.19
1365;4;17;1;23;3;2;2;1; 9.35;1.79;25.83; 9.05;1.78;24.15;1;2018-02-23;viernes;2.73;2.72;2.99
1366;4;17;2;18;15;4;1;0; 44.83;1.78;28.10; 30.40;1.79;25.74;1;2018-02-23;viernes;2.35;3.45;2.85
1367;4;17;3;17;27;11;1;2; 41.60;1.79;23.86; 89.03;1.79;26.62;2;2018-02-23;viernes;2.56;2.72;3.22
1368;4;17;4;14;24;6;1;0; 32.73;1.78;25.34; 11.78;1.79;27.67;1;2018-02-24;sábado;1.47;7.29;3.98
1369;4;17;5;20;29;9;1;1; 51.10;1.81;26.08; 33.53;1.79;25.18;3;2018-02-24;sábado;4.33;1.89;3.23
1370;4;17;6;38;28;4;1;0; 50.83;1.78;24.21; 107.15;1.78;25.23;1;2018-02-24;sábado;3.16;2.31;3.17
1371;4;17;7;5;36;23;0;0; 18.95;1.79;27.55; 15.45;1.81;28.52;3;2018-02-24;sábado;2.31;3.10;3.23
1372;4;17;8;19;6;1;1;0; 114.83;1.78;25.64; 21.23;1.79;24.38;1;2018-02-25;domingo;1.90;4.28;3.23
1373;4;17;9;11;8;4;0;1; 7.95;1.77;24.37; 24.47;1.79;25.65;2;2018-02-25;domingo;2.81;2.70;2.92
1374;4;17;10;9;31;4;4;2; 122.00;1.80;25.04; 17.20;1.77;25.89;1;2018-02-25;domingo;1.27;11.03;5.36
1375;4;17;11;37;12;19;1;1; 23.15;1.79;25.09; 37.30;1.79;26.63;3;2018-02-25;domingo;2.06;3.89;3.09
1376;4;17;12;34;2;5;2;0; 41.70;1.76;24.00; 30.85;1.79;25.05;1;2018-02-26;lunes;1.72;5.35;3.34
1377;4;17;13;21;35;16;0;0; 23.55;1.78;25.12; 10.20;1.78;25.37;3;2018-02-26;lunes;1.67;5.63;3.43
1378;4;17;14;16;30;8;1;0; 18.08;1.78;25.02; 49.83;1.78;25.89;1;2018-02-26;lunes;2.42;3.13;2.98
1379;4;18;1;3;20;21;2;1; 9.05;1.78;24.15; 51.10;1.81;26.08;1;2018-03-02;viernes;2.33;3.14;3.13
1380;4;18;2;8;24;5;2;2; 24.47;1.79;25.65; 11.78;1.79;27.67;3;2018-03-02;viernes;1.66;5.71;3.42
1381;4;18;3;12;18;19;0;0; 37.30;1.79;26.63; 44.83;1.78;28.10;3;2018-03-02;viernes;2.15;3.62;3.06
1382;4;18;4;36;34;24;0;0; 15.45;1.81;28.52; 41.70;1.76;24.00;3;2018-03-03;sábado;2.48;3.00;3.02
1383;4;18;5;30;37;4;0;0; 49.83;1.78;25.89; 23.15;1.79;25.09;3;2018-03-03;sábado;2.21;3.48;3.05
1384;4;18;6;29;17;16;1;2; 33.53;1.79;25.18; 41.60;1.79;23.86;2;2018-03-03;sábado;1.77;4.78;3.44
1385;4;18;7;35;16;22;1;1; 10.20;1.78;25.37; 18.08;1.78;25.02;3;2018-03-03;sábado;3.15;2.48;2.90
1386;4;18;8;6;21;3;1;0; 21.23;1.79;24.38; 23.55;1.78;25.12;1;2018-03-04;domingo;2.26;3.48;2.97
1387;4;18;9;5;14;23;0;1; 18.95;1.79;27.55; 32.73;1.78;25.34;2;2018-03-04;domingo;2.43;2.93;3.17
1388;4;18;10;28;11;4;1;1; 107.15;1.78;25.23; 7.95;1.77;24.37;3;2018-03-04;domingo;1.37;7.88;4.67
1389;4;18;11;27;38;1;2;1; 89.03;1.79;26.62; 50.83;1.78;24.21;1;2018-03-04;domingo;1.73;4.71;3.62
1390;4;18;12;15;23;8;1;0; 30.40;1.79;25.74; 9.35;1.79;25.83;1;2018-03-05;lunes;1.41;8.35;4.27
1391;4;18;13;31;19;18;0;4; 17.20;1.77;25.89; 114.83;1.78;25.64;2;2018-03-05;lunes;4.37;1.81;3.51
1392;4;18;14;2;9;4;2;0; 30.85;1.79;25.05; 122.00;1.80;25.04;1;2018-03-05;lunes;3.80;2.02;3.25
1393;4;19;1;17;3;11;1;0; 41.60;1.79;23.86; 9.05;1.78;24.15;1;2018-03-09;viernes;1.67;5.17;3.64
1394;4;19;2;16;6;8;0;2; 18.08;1.78;25.02; 21.23;1.79;24.38;2;2018-03-09;viernes;2.44;3.15;2.96
1395;4;19;3;34;5;5;3;1; 41.70;1.76;24.00; 18.95;1.79;27.55;1;2018-03-09;viernes;1.54;6.60;3.71
1396;4;19;4;11;27;4;1;1; 7.95;1.77;24.37; 89.03;1.79;26.62;3;2018-03-10;sábado;4.00;1.88;3.48
1397;4;19;5;23;12;2;0;3; 9.35;1.79;25.83; 37.30;1.79;26.63;2;2018-03-10;sábado;3.29;2.27;3.09
1398;4;19;6;9;36;4;2;1; 122.00;1.80;25.04; 15.45;1.81;28.52;1;2018-03-10;sábado;1.45;7.10;4.22
1399;4;19;7;24;28;13;0;1; 11.78;1.79;27.67; 107.15;1.78;25.23;2;2018-03-10;sábado;3.98;1.95;3.27
1400;4;19;8;20;15;9;0;0; 51.10;1.81;26.08; 30.40;1.79;25.74;3;2018-03-11;domingo;4.07;2.09;2.92
1401;4;19;9;18;30;4;1;1; 44.83;1.78;28.10; 49.83;1.78;25.89;3;2018-03-11;domingo;2.62;2.97;2.86
1402;4;19;10;38;29;4;2;2; 50.83;1.78;24.21; 33.53;1.79;25.18;3;2018-03-11;domingo;2.25;3.32;3.11
1403;4;19;11;19;2;1;2;1; 114.83;1.78;25.64; 30.85;1.79;25.05;1;2018-03-11;domingo;1.55;6.16;3.85
1404;4;19;12;37;35;19;3;0; 23.15;1.79;25.09; 10.20;1.78;25.37;1;2018-03-12;lunes;1.57;6.65;3.58
1405;4;19;13;14;8;6;1;1; 32.73;1.78;25.34; 24.47;1.79;25.65;3;2018-03-12;lunes;1.69;5.19;3.53
1406;4;19;14;21;31;16;2;0; 23.55;1.78;25.12; 17.20;1.77;25.89;1;2018-03-12;lunes;1.67;5.29;3.56
1407;4;20;1;29;11;16;3;1; 33.53;1.79;25.18; 7.95;1.77;24.37;1;2018-03-16;viernes;1.54;6.40;3.81
1408;4;20;2;12;20;19;1;2; 37.30;1.79;26.63; 51.10;1.81;26.08;2;2018-03-16;viernes;1.86;4.66;3.18
1409;4;20;3;2;21;4;1;0; 30.85;1.79;25.05; 23.55;1.78;25.12;1;2018-03-17;sábado;2.02;3.80;3.22
1410;4;20;4;35;18;22;1;2; 10.20;1.78;25.37; 44.83;1.78;28.10;2;2018-03-17;sábado;3.29;2.40;2.88
1411;4;20;5;31;16;18;3;0; 17.20;1.77;25.89; 18.08;1.78;25.02;1;2018-03-17;sábado;2.57;2.87;3.03
1412;4;20;6;30;23;4;2;0; 49.83;1.78;25.89; 9.35;1.79;25.83;1;2018-03-17;sábado;1.34;9.30;4.61
1413;4;20;7;34;14;5;1;0; 41.70;1.76;24.00; 32.73;1.78;25.34;1;2018-03-17;sábado;2.09;3.80;3.07
1414;4;20;8;27;24;1;5;0; 89.03;1.79;26.62; 11.78;1.79;27.67;1;2018-03-18;domingo;1.35;8.39;4.77
1415;4;20;9;3;38;21;1;1; 9.05;1.78;24.15; 50.83;1.78;24.21;3;2018-03-18;domingo;3.78;2.06;3.14
1416;4;20;10;15;17;8;0;1; 30.40;1.79;25.74; 41.60;1.79;23.86;2;2018-03-18;domingo;1.75;5.11;3.29
1417;4;20;11;5;9;23;1;1; 18.95;1.79;27.55; 122.00;1.80;25.04;3;2018-03-18;domingo;4.44;1.85;3.31
1418;4;20;12;28;8;4;3;1; 107.15;1.78;25.23; 24.47;1.79;25.65;1;2018-03-18;domingo;1.56;6.15;3.85
1419;4;20;13;6;37;3;0;2; 21.23;1.79;24.38; 23.15;1.79;25.09;2;2018-03-19;lunes;2.51;3.11;2.88
1420;4;20;14;36;19;24;1;1; 15.45;1.81;28.52; 114.83;1.78;25.64;3;2018-03-19;lunes;3.10;2.31;3.20
1421;4;21;1;18;6;4;1;1; 44.83;1.78;28.10; 21.23;1.79;24.38;3;2018-03-30;viernes;2.33;3.33;2.96
1422;4;21;2;8;27;5;2;2; 24.47;1.79;25.65; 89.03;1.79;26.62;3;2018-03-30;viernes;3.25;2.26;3.14
1423;4;21;3;38;15;4;3;3; 50.83;1.78;24.21; 30.40;1.79;25.74;3;2018-03-31;sábado;2.36;3.36;2.88
1424;4;21;4;21;36;16;2;1; 23.55;1.78;25.12; 15.45;1.81;28.52;1;2018-03-31;sábado;2.25;3.30;3.12
1425;4;21;5;16;2;8;1;3; 18.08;1.78;25.02; 30.85;1.79;25.05;2;2018-03-31;sábado;2.86;2.66;2.92
1426;4;21;6;37;31;19;1;1; 23.15;1.79;25.09; 17.20;1.77;25.89;3;2018-03-31;sábado;1.49;6.93;4.01
1427;4;21;7;19;5;1;0;2; 114.83;1.78;25.64; 18.95;1.79;27.55;2;2018-03-31;sábado;1.39;7.83;4.51
1428;4;21;8;14;28;6;1;3; 32.73;1.78;25.34; 107.15;1.78;25.23;2;2018-04-01;domingo;3.10;2.31;3.22
1429;4;21;9;11;3;4;2;2; 7.95;1.77;24.37; 9.05;1.78;24.15;3;2018-04-01;domingo;2.20;3.38;3.14
1430;4;21;10;24;29;13;3;0; 11.78;1.79;27.67; 33.53;1.79;25.18;1;2018-04-01;domingo;3.31;2.25;3.13
1431;4;21;11;9;34;4;2;1; 122.00;1.80;25.04; 41.70;1.76;24.00;1;2018-04-01;domingo;1.80;4.75;3.33
1432;4;21;12;20;30;9;0;2; 51.10;1.81;26.08; 49.83;1.78;25.89;2;2018-04-01;domingo;3.29;2.34;2.98
1433;4;21;13;23;35;2;1;1; 9.35;1.79;25.83; 10.20;1.78;25.37;3;2018-04-02;lunes;2.28;3.36;3.03
1434;4;21;14;17;12;11;2;1; 41.60;1.79;23.86; 37.30;1.79;26.63;1;2018-04-02;lunes;1.99;3.95;3.17
1435;4;22;1;36;16;24;2;0; 15.45;1.81;28.52; 18.08;1.78;25.02;1;2018-04-06;viernes;1.84;4.60;3.31
1436;4;22;2;2;37;4;3;1; 30.85;1.79;25.05; 23.15;1.79;25.09;1;2018-04-06;viernes;2.41;3.19;2.97
1437;4;22;3;29;8;16;2;1; 33.53;1.79;25.18; 24.47;1.79;25.65;1;2018-04-07;sábado;2.18;3.43;3.18
1438;4;22;4;35;20;22;2;2; 10.20;1.78;25.37; 51.10;1.81;26.08;3;2018-04-07;sábado;2.61;2.94;2.93
1439;4;22;5;6;23;3;3;0; 21.23;1.79;24.38; 9.35;1.79;25.83;1;2018-04-07;sábado;1.71;5.25;3.64
1440;4;22;6;9;14;4;1;2; 122.00;1.80;25.04; 32.73;1.78;25.34;2;2018-04-07;sábado;1.57;6.09;3.74
1441;4;22;7;30;17;4;0;5; 49.83;1.78;25.89; 41.60;1.79;23.86;2;2018-04-08;domingo;1.92;4.09;3.32
1442;4;22;8;31;18;18;0;1; 17.20;1.77;25.89; 44.83;1.78;28.10;2;2018-04-08;domingo;2.81;2.66;3.01
1443;4;22;9;5;21;23;1;1; 18.95;1.79;27.55; 23.55;1.78;25.12;3;2018-04-08;domingo;2.08;3.74;3.18
1444;4;22;10;34;19;5;0;2; 41.70;1.76;24.00; 114.83;1.78;25.64;2;2018-04-08;domingo;2.16;3.75;3.01
1445;4;22;11;27;28;1;0;2; 89.03;1.79;26.62; 107.15;1.78;25.23;2;2018-04-08;domingo;2.58;2.75;3.21
1446;4;22;12;3;24;21;1;1; 9.05;1.78;24.15; 11.78;1.79;27.67;3;2018-04-09;lunes;2.74;2.70;3.04
1447;4;22;13;15;11;8;0;2; 30.40;1.79;25.74; 7.95;1.77;24.37;2;2018-04-09;lunes;1.49;7.39;3.83
1448;4;22;14;12;38;19;0;1; 37.30;1.79;26.63; 50.83;1.78;24.21;2;2018-05-10;jueves;2.38;3.68;2.60
1449;4;23;1;16;5;8;1;2; 18.08;1.78;25.02; 18.95;1.79;27.55;2;2018-04-13;viernes;2.29;3.29;3.11
1450;4;23;2;18;2;4;1;0; 44.83;1.78;28.10; 30.85;1.79;25.05;1;2018-04-13;viernes;2.88;2.62;2.99
1451;4;23;3;17;35;11;3;0; 41.60;1.79;23.86; 10.20;1.78;25.37;1;2018-04-14;sábado;1.45;7.82;4.03
1452;4;23;4;23;31;2;0;2; 9.35;1.79;25.83; 17.20;1.77;25.89;2;2018-04-14;sábado;2.83;2.50;3.20
1453;4;23;5;20;6;9;0;0; 51.10;1.81;26.08; 21.23;1.79;24.38;3;2018-04-14;sábado;2.58;2.92;2.98
1454;4;23;6;8;3;5;3;0; 24.47;1.79;25.65; 9.05;1.78;24.15;1;2018-04-14;sábado;1.47;7.89;3.92
1455;4;23;7;14;27;6;3;2; 32.73;1.78;25.34; 89.03;1.79;26.62;1;2018-04-14;sábado;2.40;2.88;3.32
1456;4;23;8;37;36;19;3;3; 23.15;1.79;25.09; 15.45;1.81;28.52;3;2018-04-15;domingo;1.87;4.49;3.25
1457;4;23;9;24;15;13;0;1; 11.78;1.79;27.67; 30.40;1.79;25.74;2;2018-04-15;domingo;3.80;2.17;2.95
1458;4;23;10;11;12;4;0;2; 7.95;1.77;24.37; 37.30;1.79;26.63;2;2018-04-15;domingo;2.88;2.56;3.07
1459;4;23;11;28;29;4;2;0; 107.15;1.78;25.23; 33.53;1.79;25.18;1;2018-04-15;domingo;1.52;6.32;4.06
1460;4;23;12;19;9;1;1;0; 114.83;1.78;25.64; 122.00;1.80;25.04;1;2018-04-15;domingo;3.41;2.26;3.05
1461;4;23;13;21;34;16;2;1; 23.55;1.78;25.12; 41.70;1.76;24.00;1;2018-04-16;lunes;3.24;2.39;2.98
1462;4;23;14;38;30;4;2;2; 50.83;1.78;24.21; 49.83;1.78;25.89;3;2018-04-16;lunes;2.31;3.24;3.10
1463;4;24;1;2;23;4;1;0; 30.85;1.79;25.05; 9.35;1.79;25.83;1;2018-04-20;viernes;1.21;14.23;6.20
1464;4;24;2;15;8;8;0;1; 30.40;1.79;25.74; 24.47;1.79;25.65;2;2018-04-20;viernes;2.41;3.35;2.87
1465;4;24;3;35;38;22;2;4; 10.20;1.78;25.37; 50.83;1.78;24.21;2;2018-04-21;sábado;4.45;1.86;3.33
1466;4;24;4;31;20;18;1;1; 17.20;1.77;25.89; 51.10;1.81;26.08;3;2018-04-21;sábado;2.47;3.06;3.04
1467;4;24;5;34;16;5;2;0; 41.70;1.76;24.00; 18.08;1.78;25.02;1;2018-04-21;sábado;1.44;8.58;3.98
1468;4;24;6;6;17;3;1;1; 21.23;1.79;24.38; 41.60;1.79;23.86;3;2018-04-21;sábado;2.67;2.76;3.08
1469;4;24;7;30;11;4;1;0; 49.83;1.78;25.89; 7.95;1.77;24.37;1;2018-04-21;sábado;1.45;7.68;4.10
1470;4;24;8;36;18;24;0;2; 15.45;1.81;28.52; 44.83;1.78;28.10;2;2018-04-22;domingo;2.37;3.17;3.09
1471;4;24;9;29;27;16;0;2; 33.53;1.79;25.18; 89.03;1.79;26.62;2;2018-04-22;domingo;2.28;3.17;3.26
1472;4;24;10;5;37;23;0;0; 18.95;1.79;27.55; 23.15;1.79;25.09;3;2018-04-22;domingo;2.98;2.49;3.07
1473;4;24;11;3;28;21;0;3; 9.05;1.78;24.15; 107.15;1.78;25.23;2;2018-04-22;domingo;6.82;1.47;4.31
1474;4;24;12;9;21;4;3;1; 122.00;1.80;25.04; 23.55;1.78;25.12;1;2018-04-22;domingo;1.36;9.61;4.50
1475;4;24;13;12;24;19;4;0; 37.30;1.79;26.63; 11.78;1.79;27.67;1;2018-04-23;lunes;1.67;5.50;3.52
1476;4;24;14;19;14;1;0;1; 114.83;1.78;25.64; 32.73;1.78;25.34;2;2018-04-23;lunes;2.10;3.65;3.18
1477;4;25;1;11;35;4;1;2; 7.95;1.77;24.37; 10.20;1.78;25.37;2;2018-04-27;viernes;2.01;3.94;3.22
1478;4;25;2;17;31;11;2;0; 41.60;1.79;23.86; 17.20;1.77;25.89;1;2018-04-27;viernes;1.56;5.97;3.85
1479;4;25;3;14;29;6;3;1; 32.73;1.78;25.34; 33.53;1.79;25.18;1;2018-04-28;sábado;1.79;4.51;3.55
1480;4;25;4;38;6;4;1;0; 50.83;1.78;24.21; 21.23;1.79;24.38;1;2018-04-28;sábado;2.06;3.74;3.21
1481;4;25;5;21;19;16;0;1; 23.55;1.78;25.12; 114.83;1.78;25.64;2;2018-04-28;sábado;3.23;2.34;3.06
1482;4;25;6;20;2;9;0;0; 51.10;1.81;26.08; 30.85;1.79;25.05;3;2018-04-28;sábado;2.83;2.63;3.04
1483;4;25;7;18;5;4;3;2; 44.83;1.78;28.10; 18.95;1.79;27.55;1;2018-04-28;sábado;1.58;6.42;3.63
1484;4;25;8;24;30;13;0;0; 11.78;1.79;27.67; 49.83;1.78;25.89;3;2018-04-29;domingo;3.42;2.22;3.11
1485;4;25;9;8;12;5;1;0; 24.47;1.79;25.65; 37.30;1.79;26.63;1;2018-04-29;domingo;2.12;3.65;3.13
1486;4;25;10;37;34;19;3;0; 23.15;1.79;25.09; 41.70;1.76;24.00;1;2018-04-30;lunes;2.37;3.32;2.92
1487;4;25;11;23;36;2;1;5; 9.35;1.79;25.83; 15.45;1.81;28.52;2;2018-04-30;lunes;4.52;1.77;3.58
1488;4;25;12;27;3;1;2;0; 89.03;1.79;26.62; 9.05;1.78;24.15;1;2018-05-09;miércoles;1.15;16.03;7.65
1489;4;25;13;16;9;8;2;2; 18.08;1.78;25.02; 122.00;1.80;25.04;3;2018-05-09;miércoles;5.78;1.68;3.36
1490;4;25;14;28;15;4;2;0; 107.15;1.78;25.23; 30.40;1.79;25.74;1;2018-05-11;viernes;1.50;6.98;3.95
1491;4;26;1;31;38;18;0;2; 17.20;1.77;25.89; 50.83;1.78;24.21;2;2018-05-04;viernes;3.37;2.19;3.23
1492;4;26;2;30;8;4;2;0; 49.83;1.78;25.89; 24.47;1.79;25.65;1;2018-05-04;viernes;2.27;3.34;3.05
1493;4;26;3;3;29;21;4;0; 9.05;1.78;24.15; 33.53;1.79;25.18;1;2018-05-05;sábado;3.74;2.00;3.33
1494;4;26;4;2;17;4;1;2; 30.85;1.79;25.05; 41.60;1.79;23.86;2;2018-05-05;sábado;2.16;3.52;3.12
1495;4;26;5;21;14;16;1;0; 23.55;1.78;25.12; 32.73;1.78;25.34;1;2018-05-05;sábado;3.01;2.44;3.10
1496;4;26;6;34;18;5;0;0; 41.70;1.76;24.00; 44.83;1.78;28.10;3;2018-05-05;sábado;1.85;4.50;3.32
1497;4;26;7;5;23;23;1;1; 18.95;1.79;27.55; 9.35;1.79;25.83;3;2018-05-05;sábado;1.27;10.00;5.62
1498;4;26;8;35;24;22;1;2; 10.20;1.78;25.37; 11.78;1.79;27.67;2;2018-05-06;domingo;2.77;2.69;3.00
1499;4;26;9;19;16;1;2;2; 114.83;1.78;25.64; 18.08;1.78;25.02;3;2018-05-06;domingo;1.41;7.79;4.20
1500;4;26;10;36;20;24;0;0; 15.45;1.81;28.52; 51.10;1.81;26.08;3;2018-05-06;domingo;1.92;3.83;3.45
1501;4;26;11;9;37;4;2;0; 122.00;1.80;25.04; 23.15;1.79;25.09;1;2018-05-06;domingo;1.61;5.57;3.70
1502;4;26;12;15;27;8;1;2; 30.40;1.79;25.74; 89.03;1.79;26.62;2;2018-05-06;domingo;2.41;3.09;3.05
1503;4;26;13;6;11;3;2;1; 21.23;1.79;24.38; 7.95;1.77;24.37;1;2018-05-07;lunes;1.59;6.09;3.66
1504;4;26;14;12;28;19;0;0; 37.30;1.79;26.63; 107.15;1.78;25.23;3;2018-05-07;lunes;3.59;2.06;3.27
1505;4;27;1;11;31;4;1;4; 7.95;1.77;24.37; 17.20;1.77;25.89;2;2018-05-11;viernes;3.21;2.28;3.20
1506;4;27;2;20;5;9;0;0; 51.10;1.81;26.08; 18.95;1.79;27.55;3;2018-05-11;viernes;1.73;4.93;3.55
1507;4;27;3;18;9;4;3;3; 44.83;1.78;28.10; 122.00;1.80;25.04;3;2018-05-12;sábado;1.67;5.43;3.55
1508;4;27;4;24;6;13;0;0; 11.78;1.79;27.67; 21.23;1.79;24.38;3;2018-05-12;sábado;2.60;2.87;3.00
1509;4;27;5;14;3;6;2;0; 32.73;1.78;25.34; 9.05;1.78;24.15;1;2018-05-12;sábado;1.29;11.22;4.99
1510;4;27;6;23;34;2;2;2; 9.35;1.79;25.83; 41.70;1.76;24.00;3;2018-05-12;sábado;7.97;1.39;4.49
1511;4;27;7;37;19;19;1;0; 23.15;1.79;25.09; 114.83;1.78;25.64;1;2018-05-12;sábado;2.51;2.90;3.13
1512;4;27;8;8;35;5;2;3; 24.47;1.79;25.65; 10.20;1.78;25.37;2;2018-05-12;sábado;1.33;9.81;4.73
1513;4;27;9;17;36;11;2;0; 41.60;1.79;23.86; 15.45;1.81;28.52;1;2018-05-13;domingo;1.80;4.40;3.51
1514;4;27;10;38;2;4;1;1; 50.83;1.78;24.21; 30.85;1.79;25.05;3;2018-05-13;domingo;2.07;3.44;3.45
1515;4;27;11;27;12;1;1;3; 89.03;1.79;26.62; 37.30;1.79;26.63;2;2018-05-14;lunes;1.55;5.76;4.03
1516;4;27;12;29;15;16;1;1; 33.53;1.79;25.18; 30.40;1.79;25.74;3;2018-05-14;lunes;2.15;3.40;3.31
1517;4;27;13;16;21;8;2;0; 18.08;1.78;25.02; 23.55;1.78;25.12;1;2018-05-14;lunes;2.59;2.89;3.08
1518;4;27;14;28;30;4;2;0; 107.15;1.78;25.23; 49.83;1.78;25.89;1;2018-05-14;lunes;1.39;7.50;4.68
1519;5;1;1;38;21;4;2;0; 53.30;1.79;24.50; 24.15;1.78;25.37;1;2018-08-10;viernes;2.16;3.90;2.95
1520;5;1;2;36;30;24;2;2; 25.88;1.78;27.65; 65.33;1.78;25.14;3;2018-08-10;viernes;2.43;3.07;3.10
1521;5;1;3;16;2;8;1;0; 21.25;1.77;24.82; 32.53;1.77;24.78;1;2018-08-11;sábado;2.73;2.83;2.95
1522;5;1;4;37;1;19;1;0; 26.60;1.79;25.13; 17.55;1.78;27.12;1;2018-08-11;sábado;1.60;6.62;3.57
1523;5;1;5;24;12;13;0;0; 12.88;1.80;27.17; 43.83;1.79;26.17;3;2018-08-11;sábado;2.72;2.89;2.92
1524;5;1;6;8;31;5;0;0; 25.90;1.80;25.11; 12.35;1.78;28.20;3;2018-08-11;sábado;1.79;5.03;3.33
1525;5;1;7;9;34;4;1;0; 201.05;1.79;24.88; 47.78;1.77;23.90;1;2018-08-12;domingo;1.51;7.29;3.82
1526;5;1;8;17;15;11;1;0; 41.53;1.80;23.12; 32.00;1.79;25.13;1;2018-08-12;domingo;2.31;3.47;2.96
1527;5;1;9;20;14;9;2;2; 54.48;1.80;24.94; 59.83;1.78;25.89;3;2018-08-12;domingo;2.91;2.68;2.92
